employee_id,full_name,gender,age,department,job_level,education,hire_date,termination_date,employment_status,termination_reason,annual_salary,performance_rating,months_since_last_promotion,monthly_overtime_hours,job_satisfaction,commute_miles,work_arrangement,training_hours_last_year
E10853,David Anderson,Male,37,IT,Senior,Bachelor's,2020-03-19,,Active,,118900.0,2,2,11.0,2.6,14.6,Hybrid,13
E10854,Ronald King,Male,23,Marketing,Entry,Master's,2023-09-01,,Active,,59200.0,3,36,6.5,4.3,10.9,Onsite,3
E10855,Eric Jackson,Male,29,Engineering,Associate,Bachelor's,2019-12-10,,Active,,123600.0,3,22,11.6,2.4,13.0,Hybrid,17
E10856,Kevin Davis,Male,44,Sales,Manager,Master's,2021-11-02,2023-03-10,Terminated,Voluntary - Better Opportunity,165500.0,4,3,8.3,4.0,1.7,Hybrid,16
E10857,Kimberly Scott,Female,35,Operations,Senior,Bachelor's,2026-06-18,,Active,,81500.0,3,2,4.9,3.6,9.4,Hybrid,0
E10858,Lisa Young,Female,34,Sales,Entry,Bachelor's,2023-01-16,,Active,,61600.0,3,5,15.5,3.9,0.7,Onsite,3
E10859,Sarah Smith,Female,43,Customer Support,Senior,High School,2024-09-16,2024-12-07,Terminated,Involuntary - Performance,70700.0,4,0,29.0,2.3,16.5,Hybrid,35
E10860,Larry King,Male,37,HR,Senior,Master's,2022-04-24,,Active,,98000.0,2,8,8.8,3.7,3.0,Hybrid,35
E10861,Carol Robinson,Female,37,Marketing,Senior,Associate Degree,2025-05-01,2025-11-11,Terminated,Voluntary - Better Opportunity,94800.0,2,16,5.3,2.3,3.9,Hybrid,21
E10862,Steven Hill,Male,29,Operations,Senior,Bachelor's,2024-05-15,,Active,,83900.0,4,22,21.1,3.3,2.8,Remote,9
E10863,Sarah Harris,Female,34,Marketing,Senior,Bachelor's,2022-05-18,,Active,,96400.0,3,9,6.4,2.3,3.5,Remote,22
E10864,Nicholas Brown,Male,23,Engineering,Entry,Master's,2025-08-05,2026-07-16,Terminated,Involuntary - Restructuring,86700.0,2,12,10.4,3.3,4.4,Onsite,18
E10865,Thomas Smith,Male,36,Marketing,Senior,Master's,2025-10-28,,Active,,100500.0,4,1,2.1,3.9,3.9,Remote,28
E10866,James Scott,Male,44,IT,Manager,Bachelor's,2019-05-28,,Active,,177000.0,5,10,3.4,3.8,5.5,Remote,5
E10867,Melissa Lewis,Female,26,Engineering,Entry,Bachelor's,2021-06-30,,Active,,81100.0,3,59,5.3,3.1,6.5,Hybrid,0
E10868,Melissa Davis,Female,27,Marketing,Entry,Master's,2024-05-09,2026-02-21,Terminated,Voluntary - Better Opportunity,58600.0,3,17,7.2,3.2,21.2,Onsite,20
E10869,Jacob Wright,Male,31,Marketing,Associate,Bachelor's,2024-12-02,,Active,,78600.0,2,6,0.0,2.4,1.0,Hybrid,30
E10870,Steven Allen,Male,29,HR,Entry,Bachelor's,2020-06-12,,Active,,61400.0,4,29,2.8,3.4,0.5,Hybrid,2
E10871,Richard Harris,Male,43,Marketing,Lead,Bachelor's,2019-05-11,,Active,,126300.0,4,6,5.3,3.2,6.2,Hybrid,31
E10872,Patricia Walker,Female,28,Operations,Entry,Master's,2024-12-26,2025-10-23,Terminated,Involuntary - Performance,46900.0,3,1,14.2,2.9,17.6,Hybrid,25
E10873,Richard Wright,Male,41,Sales,Senior,Master's,2021-03-19,,Active,,112500.0,3,8,1.5,3.4,22.5,Onsite,21
E10874,Ashley Jackson,Female,22,IT,Entry,Master's,2019-03-24,,Active,,72400.0,3,29,13.2,2.9,17.7,Remote,24
E10875,Larry Thompson,Male,38,Operations,Senior,Bachelor's,2026-03-27,,Active,,85400.0,3,5,14.5,2.7,17.2,Remote,18
E10876,Linda Rodriguez,Female,30,Engineering,Senior,Bachelor's,2024-05-02,2025-08-27,Terminated,Voluntary - Relocation,144700.0,2,28,6.9,2.8,16.5,Hybrid,20
E10877,Sarah Brown,Female,27,Engineering,Associate,Master's,2026-02-23,,Active,,101100.0,3,0,1.3,3.4,5.8,Hybrid,9
E10878,Mark Robinson,Male,34,Customer Support,Senior,PhD,2025-06-05,2025-10-28,Terminated,Involuntary - Performance,68600.0,4,11,23.0,1.7,1.2,Hybrid,32
E10879,Karen Jackson,Female,33,Operations,Lead,Bachelor's,2024-02-21,2024-11-22,Terminated,Voluntary - Relocation,96800.0,2,30,19.7,2.4,5.7,Onsite,24
E10880,Jonathan Lewis,Male,40,HR,Senior,Master's,2019-03-29,,Active,,106700.0,2,42,0.9,2.9,3.6,Onsite,22
E10881,Karen Anderson,Female,34,Marketing,Associate,Bachelor's,2025-06-06,,Active,,72100.0,1,14,9.6,3.0,8.4,Hybrid,12
E10882,Rebecca King,Female,40,Finance,Entry,Bachelor's,2021-06-19,,Active,,68600.0,3,22,0.0,3.6,2.5,Onsite,12
E10883,Daniel Scott,Male,36,Operations,Senior,Bachelor's,2025-09-15,,Active,,78500.0,2,11,20.1,2.7,4.1,Hybrid,23
E10884,Michelle Martin,Female,49,Engineering,Lead,Bachelor's,2025-09-02,,Active,,168600.0,4,5,12.1,3.9,11.7,Hybrid,20
E10885,Christopher Young,Male,38,IT,Senior,Associate Degree,2023-06-15,,Active,,114700.0,3,27,10.0,3.9,18.6,Onsite,18
E10886,Michelle King,Female,38,Customer Support,Senior,Bachelor's,2018-11-19,,Active,,75300.0,4,0,10.7,4.1,15.0,Hybrid,27
E10887,Jeffrey Davis,Male,22,Operations,Entry,High School,2022-05-14,2026-06-09,Terminated,Voluntary - Personal,50800.0,3,2,4.4,4.7,1.5,Hybrid,24
E10888,Ryan Rodriguez,Male,41,Engineering,Lead,Master's,2021-03-28,,Active,,183400.0,4,65,1.0,3.0,5.8,Hybrid,8
E10889,Lisa Jackson,Female,40,IT,Manager,Bachelor's,2025-01-21,,Active,,159200.0,2,19,8.1,2.9,0.6,Hybrid,20
E10890,Daniel Martinez,Male,37,Sales,Lead,Associate Degree,2025-12-19,2026-08-07,Terminated,Voluntary - Better Opportunity,131800.0,3,8,12.8,2.6,23.2,Onsite,21
E10891,Nicholas Harris,Male,37,Operations,Lead,Master's,2025-09-06,,Active,,98200.0,4,8,11.3,3.3,8.4,Hybrid,21
E10892,Barbara Allen,Female,26,Operations,Entry,High School,2021-03-19,,Active,,51400.0,4,20,12.7,2.8,0.5,Remote,19
E10893,Barbara Brown,Female,43,Customer Support,Lead,Bachelor's,2019-02-10,,Active,,91600.0,2,7,14.3,4.0,2.3,Remote,25
E10894,Eric Taylor,Male,38,Operations,Manager,Bachelor's,2024-09-23,2025-02-12,Terminated,Voluntary - Better Opportunity,126600.0,4,15,8.3,2.8,2.1,Onsite,28
E10895,Cynthia Martinez,Female,42,Engineering,Senior,Bachelor's,2020-09-07,,Active,,144400.0,1,22,3.4,2.2,7.1,Onsite,10
E10896,Emily Miller,Female,24,Engineering,Associate,Bachelor's,2026-07-19,2026-08-24,Terminated,Voluntary - Better Opportunity,103200.0,2,1,11.9,2.5,9.9,Remote,41
E10897,George Brown,Male,43,Engineering,Lead,Master's,2021-02-11,2024-06-24,Terminated,Involuntary - Restructuring,192600.0,4,14,12.2,3.7,9.3,Onsite,10
E10898,Susan Brown,Female,33,Sales,Associate,Associate Degree,2021-06-24,,Active,,83100.0,3,8,15.0,4.4,6.1,Onsite,38
E10899,Margaret Allen,Female,33,Customer Support,Associate,Associate Degree,2020-06-22,,Active,,57900.0,3,19,20.4,3.6,10.9,Onsite,7
E10900,Donna Torres,Female,30,Engineering,Senior,Associate Degree,2026-02-09,,Active,,138800.0,4,6,3.7,3.3,15.6,Onsite,37
E10901,Barbara Walker,Female,38,Marketing,Associate,Bachelor's,2024-01-05,,Active,,77800.0,2,32,10.3,3.4,2.6,Onsite,13
E10902,Larry Walker,Male,37,Sales,Lead,Bachelor's,2018-12-18,,Active,,143300.0,2,2,20.8,2.1,34.3,Hybrid,17
E10903,Ryan Sanchez,Male,32,HR,Lead,Bachelor's,2019-10-03,,Active,,127700.0,3,8,7.2,3.6,22.4,Remote,26
E10904,Melissa Wright,Female,21,Sales,Entry,Bachelor's,2024-03-07,,Active,,58800.0,3,30,11.8,3.4,1.4,Onsite,11
E10905,Cynthia Scott,Female,24,Customer Support,Lead,Master's,2026-04-27,,Active,,82100.0,3,4,11.3,4.4,7.0,Hybrid,23
E10906,Nicholas Jackson,Male,31,Engineering,Entry,Master's,2019-11-16,,Active,,91700.0,3,9,2.9,2.8,0.5,Hybrid,24
E10907,Carol Wilson,Female,43,Operations,Director,Bachelor's,2019-11-10,,Active,,176200.0,4,18,8.0,4.1,3.1,Onsite,27
E10908,Gary Davis,Male,42,Customer Support,Senior,High School,2020-01-07,2022-07-02,Terminated,Voluntary - Relocation,75600.0,3,5,13.2,3.2,4.8,Hybrid,20
E10909,Lisa Walker,Female,34,Sales,Lead,Associate Degree,2025-05-29,,Active,,124700.0,4,15,21.4,3.2,0.5,Remote,36
E10910,Michael Rodriguez,Male,35,Operations,Associate,Bachelor's,2020-09-07,,Active,,69100.0,2,8,14.8,4.3,1.4,Hybrid,1
E10911,Laura Perez,Female,39,Engineering,Manager,Bachelor's,2023-01-28,,Active,,217500.0,3,30,0.6,3.0,7.7,Onsite,11
E10912,Jason Williams,Male,33,Finance,Senior,High School,2022-02-15,,Active,,126200.0,4,55,8.6,2.6,2.4,Remote,13
E10913,Brian Johnson,Male,44,IT,Lead,Master's,2024-11-15,,Active,,138200.0,4,17,8.3,3.0,21.4,Hybrid,12
E10914,Steven Jones,Male,33,Operations,Associate,Master's,2021-04-05,,Active,,69200.0,3,9,14.5,2.7,5.0,Hybrid,26
E10915,Daniel Flores,Male,24,Customer Support,Entry,Associate Degree,2020-02-01,2023-12-28,Terminated,Voluntary - Better Opportunity,46600.0,2,12,12.9,2.6,4.4,Remote,30
E10916,Rebecca Harris,Female,28,Finance,Entry,Master's,2021-04-14,,Active,,69400.0,3,24,0.0,4.7,3.8,Onsite,13
E10917,Brian Smith,Male,33,Customer Support,Entry,Bachelor's,2021-06-14,,Active,,44200.0,3,6,17.6,2.9,3.7,Remote,20
E10918,Jessica Torres,Female,41,Marketing,Senior,Bachelor's,2020-10-09,2025-03-23,Terminated,Voluntary - Better Opportunity,107300.0,1,40,8.7,2.3,33.2,Onsite,27
E10919,Eric Martinez,Male,35,Engineering,Entry,Associate Degree,2020-12-10,2021-03-05,Terminated,Voluntary - Better Opportunity,89900.0,2,16,20.8,2.7,3.5,Onsite,5
E10920,Margaret Walker,Female,36,Engineering,Senior,Associate Degree,2021-08-29,,Active,,144700.0,4,14,4.3,4.1,60.0,Onsite,30
E10921,Cynthia Young,Female,41,Customer Support,Senior,Bachelor's,2025-11-04,2026-01-31,Terminated,Involuntary - Performance,69100.0,4,6,23.8,1.9,5.3,Onsite,15
E10922,Patricia King,Female,28,Operations,Associate,Bachelor's,2021-11-03,2022-04-13,Terminated,Involuntary - Restructuring,61200.0,2,49,12.9,1.9,3.9,Hybrid,8
E10923,Amy Lopez,Female,39,Engineering,Senior,Bachelor's,2024-06-20,,Active,,140800.0,2,18,7.7,4.1,7.8,Remote,6
E10924,Jacob Perez,Male,36,Engineering,Senior,Bachelor's,2018-12-24,2021-05-25,Terminated,Involuntary - Performance,152900.0,2,5,4.1,3.5,10.0,Onsite,23
E10925,Laura King,Female,44,Customer Support,Senior,Master's,2019-07-30,,Active,,76100.0,4,12,18.1,3.1,3.4,Remote,13
E10926,Amy Hill,Female,37,Engineering,Associate,Bachelor's,2019-09-16,,Active,,117400.0,3,4,4.0,2.8,0.7,Hybrid,0
E10927,Patricia Wright,Female,25,Operations,Entry,Bachelor's,2019-03-29,,Active,,50800.0,3,17,11.7,2.7,15.9,Hybrid,22
E10928,Elizabeth Anderson,Female,47,Engineering,Manager,Master's,2020-11-22,,Active,,226200.0,3,9,1.2,2.5,0.7,Hybrid,30
E10929,Sandra Lee,Female,45,Customer Support,Manager,Master's,2020-11-09,,Active,,106000.0,3,8,19.4,2.3,11.2,Onsite,20
E10930,Nicholas Gonzalez,Male,32,IT,Senior,Bachelor's,2024-06-19,,Active,,114500.0,2,26,9.7,3.8,16.5,Remote,10
E10931,Jason Young,Male,29,Sales,Associate,Bachelor's,2022-11-09,2024-06-05,Terminated,Involuntary - Performance,87100.0,3,46,10.2,2.9,0.5,Onsite,12
E10932,William Lee,Male,44,Operations,Associate,Bachelor's,2020-03-27,2025-12-29,Terminated,Involuntary - Performance,71900.0,2,62,11.9,3.0,21.5,Onsite,0
E10933,Jessica Scott,Female,26,Customer Support,Associate,Bachelor's,2021-03-31,,Active,,53500.0,3,34,9.8,2.6,5.9,Hybrid,15
E10934,Ashley Wilson,Female,47,Engineering,Senior,Bachelor's,2018-09-03,,Active,,149400.0,2,9,8.1,3.6,10.2,Hybrid,19
E10935,Christopher Moore,Male,37,Finance,Senior,Master's,2024-04-23,,Active,,120800.0,4,25,3.8,3.5,0.6,Hybrid,9
E10936,Edward Martinez,Male,40,Operations,Lead,Bachelor's,2024-11-12,,Active,,95200.0,2,21,11.8,3.4,3.6,Hybrid,17
E10937,Susan Williams,Female,21,IT,Entry,Master's,2019-06-05,,Active,,70900.0,4,41,7.8,2.3,0.5,Onsite,35
E10938,Kevin Lee,Male,38,Sales,Director,Bachelor's,2026-03-14,,Active,,203300.0,4,5,11.1,4.0,0.6,Onsite,20
E10939,Ronald Smith,Male,31,Operations,Associate,High School,2021-06-25,,Active,,71000.0,1,34,10.8,1.8,9.4,Onsite,11
E10940,Rebecca Lee,Female,31,Sales,Senior,Bachelor's,2025-05-23,,Active,,104300.0,4,15,8.2,4.0,2.2,Onsite,17
E10941,Emily Robinson,Female,31,Engineering,Senior,Bachelor's,2023-01-03,,Active,,145000.0,3,31,8.2,3.2,6.6,Onsite,12
E10942,Sandra Taylor,Female,31,Sales,Entry,Bachelor's,2019-11-13,,Active,,65300.0,4,12,8.1,3.3,9.5,Onsite,26
E10943,Barbara Young,Female,39,Marketing,Lead,Master's,2018-11-30,2023-11-04,Terminated,Voluntary - Relocation,126900.0,2,9,13.0,2.2,1.8,Onsite,18
E10944,Linda Miller,Female,36,Finance,Entry,Bachelor's,2020-08-29,,Active,,73400.0,3,42,6.0,3.2,39.6,Onsite,18
E10945,Laura Miller,Female,41,Customer Support,Lead,PhD,2019-07-29,2023-11-15,Terminated,Involuntary - Restructuring,89300.0,2,3,14.1,3.3,10.3,Remote,19
E10946,Jessica Smith,Female,24,IT,Associate,Bachelor's,2023-02-28,,Active,,84200.0,1,42,0.0,2.2,16.1,Onsite,5
E10947,Thomas Martinez,Male,52,Sales,Senior,Bachelor's,2019-03-31,,Active,,117200.0,3,8,10.2,2.7,10.5,Remote,0
E10948,Eric Perez,Male,35,Marketing,Senior,Bachelor's,2025-12-17,,Active,,103200.0,2,8,2.6,3.8,5.8,Hybrid,27
E10949,Ashley Williams,Female,35,Marketing,Associate,Bachelor's,2024-03-17,2025-11-18,Terminated,Voluntary - Better Opportunity,76300.0,3,9,6.7,4.0,1.7,Hybrid,33
E10950,Sarah King,Female,46,Engineering,Director,High School,2021-12-22,,Active,,260000.0,1,4,2.9,3.3,11.9,Hybrid,8
E10951,John Davis,Male,27,Customer Support,Senior,High School,2026-03-19,2026-04-25,Terminated,Voluntary - Better Opportunity,72200.0,4,5,14.4,4.0,3.5,Remote,12
E10952,Michael Harris,Male,45,Sales,Director,Bachelor's,2025-10-31,,Active,,216500.0,3,9,13.1,3.4,11.0,Hybrid,6
E10953,Cynthia Scott,Female,38,Marketing,Entry,Master's,2020-03-30,,Active,,58500.0,3,6,6.4,3.3,10.5,Hybrid,24
E10954,Jessica Brown,Female,32,IT,Associate,PhD,2024-02-04,2025-11-29,Terminated,Involuntary - Restructuring,82100.0,2,7,2.7,3.1,4.7,Remote,22
E10955,Jessica Scott,Female,55,Customer Support,Director,Bachelor's,2021-05-26,,Active,,149200.0,3,8,22.8,1.6,0.5,Hybrid,14
E10956,Stephen Flores,Male,37,Operations,Lead,Bachelor's,2026-04-26,,Active,,99600.0,4,4,14.1,3.8,25.7,Onsite,32
E10957,Donna Ramirez,Female,42,Finance,Lead,High School,2025-02-24,,Active,,132600.0,3,18,0.0,3.0,17.1,Onsite,13
E10958,Betty Moore,Female,33,IT,Senior,Master's,2024-06-14,,Active,,111400.0,4,25,7.8,3.5,0.5,Hybrid,7
E10959,Daniel Wright,Male,30,Finance,Senior,Bachelor's,2023-07-24,,Active,,129500.0,1,27,2.9,2.9,7.3,Hybrid,30
E10960,Amy Sanchez,Female,27,Sales,Senior,High School,2024-09-20,,Active,,105100.0,1,23,9.6,2.1,7.1,Onsite,26
E10961,David Clark,Male,40,Sales,Entry,Bachelor's,2020-08-11,,Active,,69100.0,4,28,12.3,4.0,1.8,Hybrid,16
E10962,Jonathan Jackson,Male,35,Operations,Senior,High School,2022-11-11,,Active,,83200.0,3,7,14.2,3.4,9.9,Onsite,27
E10963,Stephanie Jackson,Female,31,Sales,Manager,Bachelor's,2025-09-19,,Active,,156100.0,2,7,11.8,4.3,4.4,Onsite,40
E10964,Steven Martinez,Male,38,Customer Support,Senior,Bachelor's,2023-10-13,,Active,,70900.0,3,10,16.3,3.4,18.9,Remote,8
E10965,Joseph Sanchez,Male,59,IT,Director,Bachelor's,2020-03-24,,Active,,239900.0,2,2,13.4,3.0,26.6,Onsite,28
E10966,Jennifer Hill,Female,31,Customer Support,Entry,Bachelor's,2024-06-05,,Active,,39900.0,2,17,14.9,3.4,16.4,Remote,36
E10967,Christopher Scott,Male,38,Marketing,Lead,Associate Degree,2023-03-21,2024-09-26,Terminated,Voluntary - Personal,121700.0,4,25,10.7,3.4,13.8,Onsite,12
E10968,Linda Clark,Female,21,Customer Support,Entry,High School,2023-10-26,,Active,,39500.0,3,34,26.0,2.6,4.4,Onsite,20
E10969,Michelle Hernandez,Female,21,IT,Entry,Bachelor's,2026-04-25,,Active,,61900.0,3,4,5.6,4.1,3.9,Hybrid,20
E10970,George Wright,Male,41,IT,Lead,Master's,2022-05-16,2023-03-30,Terminated,Involuntary - Performance,140000.0,2,3,0.7,3.1,9.5,Onsite,25
E10971,Eric Scott,Male,29,Sales,Associate,Master's,2022-12-21,,Active,,85300.0,3,22,21.7,3.5,1.1,Onsite,25
E10972,Cynthia Davis,Female,35,IT,Senior,Associate Degree,2024-11-05,,Active,,113200.0,4,7,15.2,3.2,2.4,Hybrid,10
E10973,Christopher Torres,Male,21,IT,Entry,Associate Degree,2024-08-16,,Active,,64800.0,2,10,4.7,3.1,12.0,Hybrid,33
E10974,Susan Torres,Female,35,Marketing,Senior,Master's,2021-03-02,,Active,,105800.0,1,36,3.7,3.1,1.5,Hybrid,10
E10975,Elizabeth Lopez,Female,56,Engineering,Director,Bachelor's,2020-05-23,,Active,,260000.0,3,5,3.5,2.9,6.6,Onsite,38
E10976,Brian Hill,Male,23,Sales,Senior,Bachelor's,2026-07-27,2026-08-26,Terminated,Voluntary - Relocation,102400.0,3,1,16.3,3.2,8.8,Hybrid,25
E10977,Brian Moore,Male,57,Customer Support,Director,Master's,2019-06-29,2026-04-25,Terminated,Voluntary - Relocation,155400.0,2,11,19.9,3.8,1.8,Remote,7
E10978,Brian Wright,Male,32,Engineering,Associate,High School,2023-11-27,,Active,,113800.0,4,9,2.1,4.4,2.1,Onsite,22
E10979,Ashley Allen,Female,25,Finance,Entry,High School,2019-07-18,,Active,,75300.0,3,18,2.9,3.7,25.9,Remote,48
E10980,William Hernandez,Male,28,Engineering,Entry,High School,2019-02-28,2022-12-13,Terminated,Voluntary - Personal,87500.0,3,12,3.2,4.6,35.8,Hybrid,18
E10981,Michelle Hernandez,Female,30,Operations,Associate,PhD,2023-03-15,,Active,,65900.0,3,1,18.1,3.8,1.9,Remote,19
E10982,Sharon Hill,Female,41,IT,Senior,PhD,2020-07-22,2024-04-21,Terminated,Voluntary - Better Opportunity,112300.0,1,45,17.0,1.9,4.3,Remote,15
E10983,John White,Male,25,Operations,Entry,Bachelor's,2025-10-24,,Active,,47000.0,3,10,18.0,3.7,12.5,Hybrid,0
E10984,John Gonzalez,Male,28,Engineering,Senior,Master's,2026-04-03,,Active,,138900.0,3,1,11.0,3.0,29.0,Hybrid,23
E10985,Karen Lee,Female,29,IT,Entry,Bachelor's,2024-02-04,,Active,,62800.0,3,16,9.0,3.4,4.0,Hybrid,16
E10986,Mark Sanchez,Male,25,Finance,Entry,Bachelor's,2024-03-09,,Active,,68600.0,1,30,0.0,3.7,7.0,Onsite,0
E10987,Stephen King,Male,42,IT,Associate,Bachelor's,2018-10-20,,Active,,95600.0,3,16,11.0,2.9,20.9,Onsite,26
E10988,David Martin,Male,45,Engineering,Lead,Bachelor's,2021-04-27,2023-02-11,Terminated,Voluntary - Better Opportunity,180700.0,1,25,4.3,3.0,10.7,Hybrid,30
E10989,Jennifer Smith,Female,31,Marketing,Associate,Associate Degree,2019-12-27,,Active,,77400.0,3,25,10.7,3.0,3.9,Remote,11
E10990,Lisa Sanchez,Female,24,Customer Support,Entry,Master's,2025-07-29,,Active,,37200.0,2,11,12.4,2.0,24.7,Remote,21
E10991,Sandra Scott,Female,28,Engineering,Entry,Bachelor's,2024-01-31,,Active,,84800.0,4,9,8.2,3.1,1.8,Remote,18
E10992,Jacob Martin,Male,37,Marketing,Associate,Bachelor's,2020-02-26,2023-10-04,Terminated,Involuntary - Performance,87900.0,2,19,0.0,4.0,6.3,Hybrid,0
E10993,Lisa Hernandez,Female,43,Marketing,Lead,Master's,2018-10-08,2021-01-09,Terminated,Voluntary - Better Opportunity,130200.0,3,27,12.8,3.4,7.4,Onsite,27
E10994,Melissa Walker,Female,39,Engineering,Senior,Bachelor's,2021-12-11,,Active,,143600.0,4,11,14.2,3.8,10.3,Hybrid,15
E10995,Patricia Johnson,Female,34,Operations,Entry,Bachelor's,2020-03-03,,Active,,49000.0,3,26,9.8,4.2,23.3,Hybrid,7
E10996,David Martin,Male,35,Sales,Associate,Associate Degree,2024-11-01,,Active,,79900.0,2,2,20.4,3.1,4.2,Onsite,19
E10997,Amy Lee,Female,34,IT,Senior,Master's,2025-04-25,2025-12-20,Terminated,Voluntary - Better Opportunity,111600.0,3,8,10.6,3.4,3.9,Onsite,13
E10998,Joseph Wright,Male,41,Engineering,Lead,Master's,2018-10-22,,Active,,203600.0,2,17,8.6,2.1,11.8,Onsite,20
E10999,Amy Davis,Female,41,HR,Senior,Associate Degree,2023-12-13,,Active,,96400.0,3,3,9.2,3.0,0.5,Remote,36
E11000,Donna Clark,Female,39,Sales,Lead,Bachelor's,2021-07-31,,Active,,128300.0,3,20,11.3,2.8,0.5,Hybrid,17
E11001,Karen Smith,Female,25,Engineering,Entry,Bachelor's,2026-05-31,,Active,,80000.0,4,2,9.0,3.7,8.0,Hybrid,44
E11002,Paul Anderson,Male,31,Marketing,Associate,Bachelor's,2019-12-17,,Active,,85600.0,4,18,14.6,3.0,12.2,Onsite,19
E11003,Melissa Flores,Female,43,Sales,Senior,Master's,2021-04-16,,Active,,108100.0,5,17,8.4,3.5,1.8,Hybrid,21
E11004,Gary Thomas,Male,25,HR,Associate,Bachelor's,2024-06-04,,Active,,72000.0,4,5,4.7,2.9,3.3,Hybrid,25
E11005,Gary Moore,Male,35,Engineering,Entry,Bachelor's,2020-05-09,,Active,,92600.0,1,26,0.0,2.8,2.3,Hybrid,24
E11006,Amy Martin,Female,35,Customer Support,Senior,Bachelor's,2025-09-11,,Active,,68200.0,3,3,22.2,3.1,6.0,Onsite,24
E11007,Larry Davis,Male,38,HR,Lead,Bachelor's,2025-09-30,,Active,,121900.0,3,11,3.6,4.3,11.4,Remote,31
E11008,Ronald Harris,Male,35,Engineering,Senior,Bachelor's,2025-10-03,,Active,,141700.0,2,10,13.6,2.4,11.7,Hybrid,20
E11009,Sharon Wright,Female,41,HR,Lead,Master's,2024-01-16,,Active,,117100.0,3,31,7.8,3.3,4.5,Remote,16
E11010,Ryan Johnson,Male,32,Operations,Lead,Bachelor's,2026-07-19,,Active,,99200.0,1,0,15.3,1.4,10.4,Hybrid,25
E11011,Eric Thompson,Male,37,Operations,Associate,Bachelor's,2023-03-03,,Active,,67500.0,1,17,12.6,3.1,6.4,Onsite,17
E11012,Michael Nguyen,Male,38,HR,Senior,Master's,2019-04-19,2024-12-03,Terminated,Involuntary - Performance,104600.0,2,7,1.6,3.1,0.5,Hybrid,22
E11013,Karen Ramirez,Female,52,Engineering,Lead,Bachelor's,2019-09-19,,Active,,181900.0,2,4,7.4,3.0,2.0,Hybrid,24
E11014,Lisa Jones,Female,37,Engineering,Associate,High School,2020-06-06,,Active,,114800.0,3,15,0.0,3.3,0.5,Remote,14
E11015,Michelle Jones,Female,25,HR,Associate,High School,2023-06-20,2024-07-02,Terminated,Involuntary - Performance,70800.0,2,13,11.8,3.5,20.4,Onsite,17
E11016,Laura Johnson,Female,33,Operations,Associate,Bachelor's,2022-05-09,,Active,,64000.0,1,21,11.4,3.3,1.0,Onsite,40
E11017,Ryan Flores,Male,29,IT,Associate,Bachelor's,2025-07-07,,Active,,83500.0,3,7,14.4,3.0,2.3,Hybrid,10
E11018,Patricia Walker,Female,31,Marketing,Associate,High School,2024-06-14,,Active,,73800.0,3,26,2.1,4.0,8.3,Remote,26
E11019,Sandra Miller,Female,26,HR,Entry,Bachelor's,2023-11-17,,Active,,51800.0,3,18,12.6,2.3,34.6,Hybrid,4
E11020,Steven King,Male,33,IT,Associate,Master's,2024-10-07,,Active,,85900.0,4,22,9.1,3.5,4.3,Hybrid,25
E11021,Ryan Ramirez,Male,30,Sales,Manager,Bachelor's,2021-10-31,2022-02-09,Terminated,Involuntary - Performance,167400.0,3,20,14.5,2.8,15.2,Onsite,40
E11022,Jason Nguyen,Male,21,Finance,Entry,Bachelor's,2025-05-08,,Active,,73700.0,2,14,1.3,3.9,9.6,Onsite,12
E11023,Sharon Smith,Female,39,IT,Lead,Bachelor's,2024-12-23,,Active,,130200.0,3,9,8.2,2.7,8.0,Hybrid,17
E11024,Laura Miller,Female,40,IT,Senior,Master's,2019-12-30,,Active,,108900.0,3,5,0.0,3.5,0.7,Hybrid,35
E11025,Linda White,Female,31,Finance,Lead,Bachelor's,2026-03-15,,Active,,131400.0,3,5,4.4,3.6,5.9,Hybrid,14
E11026,Jessica Ramirez,Female,30,IT,Entry,High School,2019-09-25,,Active,,68100.0,3,36,5.8,2.1,3.6,Remote,10
E11027,Melissa Flores,Female,39,Engineering,Lead,Bachelor's,2022-01-30,,Active,,175700.0,4,0,3.3,2.9,2.6,Onsite,24
E11028,Stephen Williams,Male,33,Finance,Lead,Bachelor's,2024-11-18,,Active,,144900.0,2,21,6.0,4.1,7.3,Hybrid,24
E11029,John Lewis,Male,48,Engineering,Lead,Bachelor's,2020-09-07,,Active,,177800.0,4,4,10.7,2.6,30.7,Onsite,20
E11030,Rebecca Moore,Female,32,Operations,Senior,Master's,2020-10-09,,Active,,84200.0,3,1,15.6,3.3,8.9,Onsite,23
E11031,Joseph Lopez,Male,34,IT,Associate,High School,2020-12-31,,Active,,91000.0,2,27,16.4,3.0,21.6,Hybrid,31
E11032,Laura Wright,Female,35,Engineering,Senior,Master's,2026-01-25,,Active,,142300.0,4,7,16.7,4.0,0.9,Hybrid,7
E11033,Christopher Perez,Male,40,IT,Manager,Bachelor's,2021-12-14,,Active,,176600.0,4,30,12.3,3.8,4.3,Hybrid,15
E11034,Kevin Anderson,Male,34,Sales,Associate,Master's,2023-09-23,,Active,,80800.0,3,21,17.2,1.9,1.4,Hybrid,15
E11035,Anthony Jones,Male,37,Engineering,Senior,Bachelor's,2022-07-02,,Active,,149300.0,3,24,0.0,3.5,2.9,Remote,5
E11036,Karen Rodriguez,Female,40,HR,Manager,Master's,2025-12-01,,Active,,131200.0,4,5,5.3,4.3,41.9,Onsite,36
